CustomerID,TotalOrders,TotalSpend,AOV,PurchaseFrequency,CLTV
12431,15,6419.95,427.99666666666667,15,77039.4
12432,5,5059.32,1011.8639999999999,5,60711.84
12433,7,13375.87,1910.8385714285716,7,160510.44
12434,2,806.14,403.07,2,9673.68
12435,2,7829.89,3914.945,2,93958.68000000001
12436,1,509.01,509.01,1,6108.12
12437,18,4951.41,275.0783333333333,18,59416.92
12438,2,2906.85,1453.425,2,34882.2
12441,1,173.55,173.55,1,2082.6000000000004
12442,1,172.06,172.06,1,2064.7200000000003
12444,5,5005.46,1001.092,5,60065.520000000004
12445,1,133.4,133.4,1,1600.8000000000002
12446,1,1002.3100000000001,1002.3100000000001,1,12027.720000000001
12447,1,476.49,476.49,1,5717.88
12448,1,449.45,449.45,1,5393.4
12449,4,4067.29,1016.8225,4,48807.479999999996
12450,2,197.88,98.94,2,2374.56
12451,5,9035.52,1807.104,5,108426.24
12452,2,430.57,215.285,2,5166.84
12453,1,707.09,707.09,1,8485.08
12454,1,3528.34,3528.34,1,42340.08
12455,6,2466.86,411.1433333333334,6,29602.32
12456,3,3181.04,1060.3466666666666,3,38172.479999999996
12457,7,2363.23,337.6042857142857,7,28358.760000000002
12458,2,947.4,473.7,2,11368.8
12461,2,826.88,413.44,2,9922.56
12462,2,1189.59,594.795,2,14275.079999999998
12463,4,1344.78,336.195,4,16137.36
12464,8,1212.05,151.50625,8,14544.599999999999
12465,2,742.1899999999999,371.09499999999997,2,8906.279999999999
12468,2,729.5400000000001,364.77000000000004,2,8754.480000000001
12471,30,19788.65,659.6216666666667,30,237463.80000000002
12472,7,6572.11,938.8728571428571,7,78865.31999999999
12473,5,3928.0499999999997,785.6099999999999,5,47136.59999999999
12474,18,7324.09,406.8938888888889,18,87889.08
12475,1,723.38,723.38,1,8680.56
12476,11,6816.42,619.6745454545454,11,81797.04
12477,6,13219.74,2203.29,6,158636.88
12478,1,680.99,680.99,1,8171.88
12479,1,527.2,527.2,1,6326.400000000001
12480,4,3281.63,820.4075,4,39379.56
12481,10,5579.82,557.982,10,66957.84
12483,8,2484.98,310.6225,8,29819.760000000002
12484,6,4527.32,754.5533333333333,6,54327.84
12488,3,1298.66,432.8866666666667,3,15583.920000000002
12489,1,334.93,334.93,1,4019.16
12490,10,5417.93,541.793,10,65015.16
12491,1,460.40000000000003,460.40000000000003,1,5524.8
12492,2,263.21000000000004,131.60500000000002,2,3158.5200000000004
12493,2,433.74,216.87,2,5204.88
12494,7,1246.1000000000001,178.01428571428573,7,14953.2
12497,1,1043.1,1043.1,1,12517.199999999999
12498,3,403.70000000000005,134.5666666666667,3,4844.400000000001
12500,11,4257.82,387.07454545454544,11,51093.84
12501,1,2169.39,2169.39,1,26032.68
12502,5,3723.87,744.774,5,44686.44
12504,2,482.04999999999995,241.02499999999998,2,5784.599999999999
12506,1,73.5,73.5,1,882.0
12507,3,1304.81,434.93666666666667,3,15657.72
12508,2,397.88,198.94,2,4774.5599999999995
12509,1,176.5,176.5,1,2118.0
12510,2,982.5699999999999,491.28499999999997,2,11790.84
12512,2,132.18,66.09,2,1586.16
12513,1,612.29,612.29,1,7347.48
12514,1,1017.68,1017.68,1,12212.16
12515,1,383.7,383.7,1,4604.4
12516,2,1312.06,656.03,2,15744.72
12517,5,2481.6,496.32,5,29779.199999999997
12518,5,2056.89,411.378,5,24682.68
12519,1,330.84,330.84,1,3970.08
12520,5,2634.26,526.8520000000001,5,31611.120000000003
12521,1,599.68,599.68,1,7196.16
12522,2,192.72,96.36,2,2312.64
12523,11,1789.77,162.70636363636365,11,21477.24
12524,8,4485.72,560.715,8,53828.64
12526,3,1316.66,438.8866666666667,3,15799.920000000002
12527,3,348.71000000000004,116.23666666666668,3,4184.52
12528,6,1933.48,322.24666666666667,6,23201.760000000002
12530,4,1662.28,415.57,4,19947.36
12531,1,125.22,125.22,1,1502.6399999999999
12532,1,349.83000000000004,349.83000000000004,1,4197.960000000001
12534,1,1089.18,1089.18,1,13070.16
12535,2,716.35,358.175,2,8596.2
12536,3,12601.830000000002,4200.610000000001,3,151221.96000000002
12538,1,363.95,363.95,1,4367.4
12539,4,5568.35,1392.0875,4,66820.20000000001
12540,17,13400.24,788.2494117647059,17,160802.88
12541,3,981.18,327.06,3,11774.16
12544,1,372.7,372.7,1,4472.4
12545,2,1000.39,500.195,2,12004.68
12546,2,1161.5,580.75,2,13938.0
12547,2,207.79999999999998,103.89999999999999,2,2493.6
12548,1,95.19999999999999,95.19999999999999,1,1142.3999999999999
12550,1,964.83,964.83,1,11577.960000000001
12551,1,168.0,168.0,1,2016.0
12552,2,437.82,218.91,2,5253.84
12553,10,3692.28,369.228,10,44307.36
12556,2,599.56,299.78,2,7194.719999999999
12557,5,11990.960000000001,2398.192,5,143891.52
12558,1,269.96,269.96,1,3239.5199999999995
12559,2,561.71,280.855,2,6740.52
12560,3,2134.01,711.3366666666667,3,25608.120000000003
12561,1,238.85,238.85,1,2866.2
12562,7,3781.7400000000002,540.2485714285715,7,45380.880000000005
12564,1,456.9,456.9,1,5482.799999999999
12565,1,145.92,145.92,1,1751.04
12566,1,351.65,351.65,1,4219.799999999999
12567,10,9401.28,940.128,10,112815.36000000002
12569,32,4124.69,128.8965625,32,49496.28
12571,2,519.61,259.805,2,6235.32
12572,2,1020.42,510.21,2,12245.039999999999
12573,1,160.54000000000002,160.54000000000002,1,1926.4800000000002
12574,1,218.45,218.45,1,2621.3999999999996
12576,5,1315.83,263.166,5,15789.96
12577,3,626.6,208.86666666666667,3,7519.200000000001
12578,2,2794.51,1397.255,2,33534.12
12579,1,440.42,440.42,1,5285.04
12580,1,415.7,415.7,1,4988.4
12581,1,197.71,197.71,1,2372.52
12582,2,511.36,255.68,2,6136.32
12583,15,7281.38,485.42533333333336,15,87376.56
12584,9,2338.15,259.7944444444445,9,28057.800000000007
12585,2,2040.1,1020.05,2,24481.199999999997
12586,1,196.94000000000003,196.94000000000003,1,2363.28
12587,1,144.0,144.0,1,1728.0
12588,1,214.89999999999998,214.89999999999998,1,2578.7999999999997
12589,2,646.68,323.34,2,7760.16
12590,2,9864.26,4932.13,2,118371.12
12591,1,452.84999999999997,452.84999999999997,1,5434.2
12592,2,437.6,218.8,2,5251.200000000001
12593,3,418.09999999999997,139.36666666666665,3,5017.199999999999
12594,10,3338.2200000000003,333.822,10,40058.64
12596,2,618.27,309.135,2,7419.24
12597,4,3811.22,952.805,4,45734.64
12598,8,3023.08,377.885,8,36276.96
12599,7,1032.58,147.51142857142855,7,12390.96
12600,10,2599.04,259.904,10,31188.48
12601,5,577.0600000000001,115.412,5,6924.720000000001
12602,1,153.12,153.12,1,1837.44
12603,1,739.1999999999999,739.1999999999999,1,8870.4
12604,2,254.18,127.09,2,3050.16
12607,1,1579.51,1579.51,1,18954.12
12609,3,1126.85,375.6166666666666,3,13522.199999999999
12610,5,2099.54,419.908,5,25194.48
12611,1,1193.32,1193.32,1,14319.84
12612,1,704.0400000000001,704.0400000000001,1,8448.480000000001
12613,5,3344.38,668.876,5,40132.56
12614,1,315.6,315.6,1,3787.2000000000003
12615,4,2291.19,572.7975,4,27494.28
12616,2,713.3,356.65,2,8559.599999999999
12617,1,352.98,352.98,1,4235.76
12618,1,177.31,177.31,1,2127.7200000000003
12619,9,3641.24,404.5822222222222,9,43694.88
12620,3,1339.41,446.47,3,16072.920000000002
12621,20,13689.67,684.4835,20,164276.04000000004
12622,1,180.1,180.1,1,2161.2
12623,1,305.1,305.1,1,3661.2000000000003
12624,2,641.13,320.565,2,7693.5599999999995
12625,2,2683.82,1341.91,2,32205.840000000004
12626,9,6620.48,735.6088888888888,9,79445.76
12627,7,4478.53,639.79,7,53742.36
12628,3,786.46,262.15333333333336,3,9437.52
12630,2,1270.88,635.44,2,15250.560000000001
12631,1,640.5,640.5,1,7686.0
12633,4,2163.98,540.995,4,25967.760000000002
12635,2,1689.18,844.59,2,20270.16
12637,8,6002.9,750.3625,8,72034.79999999999
12638,1,671.69,671.69,1,8060.280000000001
12639,1,486.1,486.1,1,5833.200000000001
12640,3,1174.58,391.52666666666664,3,14094.96
12641,1,185.9,185.9,1,2230.8
12642,3,1013.26,337.75333333333333,3,12159.119999999999
12643,6,3344.64,557.4399999999999,6,40135.67999999999
12644,1,477.91,477.91,1,5734.92
12645,4,1775.18,443.795,4,21302.16
12646,2,1346.97,673.485,2,16163.64
12647,12,3722.82,310.235,12,44673.840000000004
12648,1,318.05,318.05,1,3816.6000000000004
12649,3,623.51,207.83666666666667,3,7482.12
12650,1,314.44,314.44,1,3773.2799999999997
12651,1,114.0,114.0,1,1368.0
12652,1,919.98,919.98,1,11039.76
12653,2,2209.85,1104.925,2,26518.199999999997
12654,5,601.98,120.396,5,7223.76
12656,5,4051.17,810.234,5,48614.04
12657,4,1643.18,410.795,4,19718.16
12658,1,686.05,686.05,1,8232.599999999999
12659,1,91.68,91.68,1,1100.16
12660,1,245.1,245.1,1,2941.2
12662,11,3849.78,349.98,11,46197.36
12664,9,4881.88,542.4311111111111,9,58582.56
12665,1,63.0,63.0,1,756.0
12667,1,620.13,620.13,1,7441.5599999999995
12668,4,3807.15,951.7875,4,45685.8
12669,3,2744.0299999999997,914.6766666666666,3,32928.36
12670,5,2996.05,599.21,5,35952.600000000006
12672,1,225.89999999999998,225.89999999999998,1,2710.7999999999997
12673,2,610.52,305.26,2,7326.24
12674,4,1970.6,492.65,4,23647.199999999997
12676,6,1331.39,221.89833333333334,6,15976.68
12678,12,17628.46,1469.0383333333332,12,211541.52
12679,4,1113.02,278.255,4,13356.24
12680,4,862.81,215.7025,4,10353.72
12681,22,13787.54,626.7063636363637,22,165450.48
12682,31,12279.82,396.1232258064516,31,147357.84
12683,15,8476.57,565.1046666666666,15,101718.84
12684,7,2283.63,326.23285714285714,7,27403.56
12685,6,2863.08,477.18,6,34356.96
12686,1,89.14,89.14,1,1069.68
12688,1,4873.8099999999995,4873.8099999999995,1,58485.719999999994
12689,2,1247.61,623.805,2,14971.32
12690,1,389.01,389.01,1,4668.12
12691,6,1035.8,172.63333333333333,6,12429.599999999999
12693,4,855.91,213.9775,4,10270.92
12694,2,869.67,434.835,2,10436.039999999999
12695,4,582.1,145.525,4,6985.200000000001
12697,3,957.59,319.19666666666666,3,11491.079999999998
12700,4,4939.99,1234.9975,4,59279.88
12701,2,797.71,398.855,2,9572.52
12702,1,219.0,219.0,1,2628.0
12703,1,283.55,283.55,1,3402.6000000000004
12704,8,2340.84,292.605,8,28090.08
12705,9,6868.29,763.1433333333333,9,82419.48
12707,1,603.42,603.42,1,7241.039999999999
12708,10,2712.91,271.291,10,32554.92
12709,15,9706.52,647.1013333333334,15,116478.24
12710,3,1149.02,383.00666666666666,3,13788.24
12712,13,4396.13,338.1638461538462,13,52753.56
12713,1,848.55,848.55,1,10182.599999999999
12714,5,4708.86,941.7719999999999,5,56506.31999999999
12715,1,343.36,343.36,1,4120.32
12716,2,1053.49,526.745,2,12641.880000000001
12717,2,1030.98,515.49,2,12371.76
12718,1,238.25,238.25,1,2859.0
12719,2,644.95,322.475,2,7739.400000000001
12720,25,5781.73,231.26919999999998,25,69380.76
12721,6,2656.13,442.68833333333333,6,31873.56
12722,4,997.63,249.4075,4,11971.56
12723,5,725.07,145.014,5,8700.84
12724,4,1031.41,257.8525,4,12376.920000000002
12725,1,427.8,427.8,1,5133.6
12726,7,2609.1,372.7285714285714,7,31309.199999999997
12727,7,3980.7,568.6714285714286,7,47768.399999999994
12728,4,836.33,209.0825,4,10035.960000000001
12729,1,453.01,453.01,1,5436.12
12731,12,18895.91,1574.6591666666666,12,226750.91999999998
12732,1,236.26000000000002,236.26000000000002,1,2835.1200000000003
12733,1,383.95,383.95,1,4607.4
12734,1,110.39999999999999,110.39999999999999,1,1324.8
12735,2,779.5699999999999,389.78499999999997,2,9354.84
12736,1,234.0,234.0,1,2808.0
12738,1,155.35,155.35,1,1864.1999999999998
12739,2,1013.04,506.52,2,12156.48
12740,1,427.6,427.6,1,5131.200000000001
12743,2,540.13,270.065,2,6481.5599999999995
12744,7,21279.29,3039.8985714285714,7,255351.48
12747,11,4196.01,381.4554545454546,11,50352.12
12748,210,33053.19,157.39614285714288,210,396638.28
12749,5,4090.88,818.176,5,49090.56
12750,1,275.88,275.88,1,3310.56
12752,1,4366.78,4366.78,1,52401.36
12753,6,21429.39,3571.565,6,257152.68
12754,3,3010.74,1003.5799999999999,3,36128.88
12755,2,3811.95,1905.975,2,45743.399999999994
12756,1,112.07999999999998,112.07999999999998,1,1344.9599999999998
12757,13,7834.650000000001,602.6653846153847,13,94015.80000000002
12758,2,2791.59,1395.795,2,33499.08
12759,3,1531.44,510.48,3,18377.28
12762,2,1898.52,949.26,2,22782.239999999998
12763,2,494.08,247.04,2,5928.96
12764,1,1693.88,1693.88,1,20326.56
12766,7,6989.63,998.5185714285715,7,83875.56
12769,1,1143.6,1143.6,1,13723.199999999999
12770,1,1351.45,1351.45,1,16217.400000000001
12772,1,892.47,892.47,1,10709.64
12775,5,1386.04,277.20799999999997,5,16632.48
12778,6,822.23,137.03833333333333,6,9866.76
12779,8,3981.36,497.67,8,47776.32
12781,2,826.74,413.37,2,9920.880000000001
12782,5,2330.92,466.184,5,27971.04
12783,6,2225.91,370.98499999999996,6,26710.92
12784,2,532.8199999999999,266.40999999999997,2,6393.839999999999
12785,1,311.95,311.95,1,3743.3999999999996
12787,3,463.66,154.55333333333334,3,5563.92
12789,1,91.85,91.85,1,1102.1999999999998
12790,1,324.92,324.92,1,3899.04
12791,1,192.60000000000002,192.60000000000002,1,2311.2000000000003
12792,1,400.53999999999996,400.53999999999996,1,4806.48
12793,2,545.48,272.74,2,6545.76
12794,2,860.41,430.205,2,10324.92
12795,1,430.48,430.48,1,5165.76
12797,1,254.03,254.03,1,3048.36
12798,3,6977.04,2325.68,3,83724.47999999998
12802,1,427.58,427.58,1,5130.96
12808,3,483.65000000000003,161.21666666666667,3,5803.799999999999
12809,1,489.31,489.31,1,5871.72
12811,3,514.85,171.61666666666667,3,6178.200000000001
12812,1,229.64000000000001,229.64000000000001,1,2755.6800000000003
12814,1,125.92,125.92,1,1511.04
12815,2,1063.46,531.73,2,12761.52
12816,2,572.2,286.1,2,6866.400000000001
12817,1,166.04,166.04,1,1992.48
12818,1,1542.08,1542.08,1,18504.96
12820,4,942.34,235.585,4,11308.08
12821,1,92.72,92.72,1,1112.6399999999999
12822,2,948.88,474.44,2,11386.56
12823,5,1759.5,351.9,5,21114.0
12824,1,397.12,397.12,1,4765.4400000000005
12826,7,1474.72,210.67428571428573,7,17696.64
12827,3,430.15000000000003,143.38333333333335,3,5161.800000000001
12828,6,1018.71,169.785,6,12224.52
12829,2,293.0,146.5,2,3516.0
12830,6,6814.64,1135.7733333333333,6,81775.68
12831,1,215.05,215.05,1,2580.6000000000004
12832,2,383.03,191.515,2,4596.36
12833,1,417.38,417.38,1,5008.5599999999995
12834,1,312.38,312.38,1,3748.56
12836,4,2610.36,652.59,4,31324.32
12837,1,134.1,134.1,1,1609.1999999999998
12838,2,671.95,335.975,2,8063.400000000001
12839,14,5591.42,399.38714285714286,14,67097.04000000001
12840,4,2726.77,681.6925,4,32721.239999999998
12841,25,3991.58,159.6632,25,47898.96
12842,2,1118.99,559.495,2,13427.880000000001
12843,8,1702.26,212.7825,8,20427.12
12844,2,325.96000000000004,162.98000000000002,2,3911.5200000000004
12845,4,354.09,88.5225,4,4249.08
12847,1,843.64,843.64,1,10123.68
12849,2,1010.29,505.145,2,12123.48
12851,1,131.81,131.81,1,1581.72
12852,1,311.55,311.55,1,3738.6000000000004
12853,6,1957.1000000000001,326.18333333333334,6,23485.199999999997
12854,3,1316.25,438.75,3,15795.0
12855,1,38.1,38.1,1,457.20000000000005
12856,6,2170.78,361.7966666666667,6,26049.36
12857,2,1106.4,553.2,2,13276.800000000001
12863,1,521.2,521.2,1,6254.400000000001
12864,1,147.12,147.12,1,1765.44
12865,2,1568.23,784.115,2,18818.760000000002
12866,1,559.12,559.12,1,6709.4400000000005
12867,7,4009.34,572.7628571428571,7,48112.079999999994
12868,6,1607.0600000000002,267.84333333333336,6,19284.72
12871,2,380.64,190.32,2,4567.68
12872,2,599.97,299.985,2,7199.64
12873,1,374.0,374.0,1,4488.0
12875,2,343.2300000000001,171.61500000000004,2,4118.760000000001
12876,2,2218.02,1109.01,2,26616.239999999998
12877,12,1535.77,127.98083333333334,12,18429.239999999998
12878,2,854.99,427.495,2,10259.880000000001
12879,3,573.22,191.07333333333335,3,6878.64
12881,1,298.0,298.0,1,3576.0
12882,2,1463.04,731.52,2,17556.48
12883,4,703.47,175.8675,4,8441.64
12884,1,309.05,309.05,1,3708.6000000000004
12885,3,1175.22,391.74,3,14102.64
12886,2,1378.4,689.2,2,16540.800000000003
12888,2,354.12,177.06,2,4249.4400000000005
12890,1,376.71999999999997,376.71999999999997,1,4520.639999999999
12891,3,331.0,110.33333333333333,3,3972.0
12893,1,176.55,176.55,1,2118.6000000000004
12895,2,372.8,186.4,2,4473.6
12897,2,216.5,108.25,2,2598.0
12901,28,17654.54,630.5192857142857,28,211854.48
12902,1,138.68,138.68,1,1664.16
12904,2,496.06,248.03,2,5952.72
12906,5,2919.81,583.962,5,35037.72
12908,2,750.0,375.0,2,9000.0
12909,5,2178.67,435.73400000000004,5,26144.04
12910,8,3075.04,384.38,8,36900.479999999996
12912,5,1662.3,332.46,5,19947.6
12913,5,2483.63,496.726,5,29803.56
12915,2,363.65,181.825,2,4363.799999999999
12916,4,2944.95,736.2375,4,35339.399999999994
12917,1,594.0,594.0,1,7128.0
12919,6,1335.19,222.53166666666667,6,16022.28
12920,1,162.78,162.78,1,1953.3600000000001
12921,37,16587.09,448.29972972972973,37,199045.08000000002
12922,1,405.38,405.38,1,4864.5599999999995
12923,1,172.82,172.82,1,2073.84
12924,4,933.7,233.425,4,11204.400000000001
12925,2,694.05,347.025,2,8328.599999999999
12928,5,2062.7000000000003,412.5400000000001,5,24752.4
12929,1,117.85,117.85,1,1414.1999999999998
12930,2,415.8,207.9,2,4989.6
12931,15,42055.96,2803.730666666667,15,504671.52
12933,3,607.53,202.51,3,7290.36
12935,7,2160.7,308.6714285714285,7,25928.399999999998
12936,4,1063.9,265.975,4,12766.800000000001
12937,4,1504.27,376.0675,4,18051.239999999998
12938,1,114.14,114.14,1,1369.68
12939,8,11581.8,1447.725,8,138981.59999999998
12940,2,899.69,449.845,2,10796.28
12942,3,675.6,225.20000000000002,3,8107.200000000001
12944,2,604.51,302.255,2,7254.12
12945,1,462.95,462.95,1,5555.4
12947,6,1603.99,267.33166666666665,6,19247.879999999997
12948,7,2064.95,294.99285714285713,7,24779.399999999998
12949,8,4167.22,520.9025,8,50006.64
12950,3,1843.0,614.3333333333334,3,22116.0
12951,6,1064.07,177.345,6,12768.84
12952,4,1387.79,346.9475,4,16653.48
12953,1,329.85,329.85,1,3958.2000000000003
12955,11,4757.16,432.4690909090909,11,57085.92
12956,1,108.07,108.07,1,1296.84
12957,8,4017.54,502.1925,8,48210.479999999996
12962,2,266.39,133.195,2,3196.68
12963,8,1856.63,232.07875,8,22279.56
12965,1,769.8100000000001,769.8100000000001,1,9237.720000000001
12966,1,160.18,160.18,1,1922.16
12967,2,1660.9,830.45,2,19930.800000000003
12968,1,135.95,135.95,1,1631.3999999999999
12970,4,405.47,101.3675,4,4865.64
12971,86,11189.91,130.11523255813952,86,134278.91999999998
12974,1,144.8,144.8,1,1737.6000000000001
12976,1,738.6,738.6,1,8863.2
12977,1,39.239999999999995,39.239999999999995,1,470.87999999999994
12980,9,7374.900000000001,819.4333333333334,9,88498.8
12981,2,372.21999999999997,186.10999999999999,2,4466.639999999999
12982,1,390.54,390.54,1,4686.4800000000005
12984,1,97.5,97.5,1,1170.0
12985,2,1239.38,619.69,2,14872.560000000001
12987,2,558.7,279.35,2,6704.400000000001
12988,1,505.82,505.82,1,6069.84
12989,15,6924.110000000001,461.6073333333334,15,83089.32
12990,3,409.5,136.5,3,4914.0
12991,2,503.76,251.88,2,6045.12
12993,4,414.76,103.69,4,4977.12
12994,3,974.4200000000001,324.8066666666667,3,11693.04
12995,1,211.32,211.32,1,2535.84
12997,4,1226.89,306.7225,4,14722.68
12999,3,455.88,151.96,3,5470.5599999999995
13000,3,534.85,178.28333333333333,3,6418.200000000001
13001,13,9785.970000000001,752.7669230769231,13,117431.64000000001
13002,1,120.94999999999999,120.94999999999999,1,1451.3999999999999
13003,3,149.05,49.68333333333334,3,1788.6000000000001
13004,18,5655.91,314.21722222222223,18,67870.92
13005,2,513.7,256.85,2,6164.400000000001
13006,1,81.57,81.57,1,978.8399999999999
13008,1,229.46999999999997,229.46999999999997,1,2753.6399999999994
13011,1,50.550000000000004,50.550000000000004,1,606.6
13012,8,1646.8400000000001,205.85500000000002,8,19762.08
13013,13,4810.9400000000005,370.07230769230773,13,57731.280000000006
13014,10,3466.2799999999997,346.628,10,41595.36
13015,5,3339.64,667.928,5,40075.68
13016,3,789.89,263.2966666666667,3,9478.68
13017,1,204.0,204.0,1,2448.0
13018,28,7277.7,259.91785714285714,28,87332.4
13021,9,2616.38,290.7088888888889,9,31396.56
13023,2,689.9,344.95,2,8278.8
13026,5,975.36,195.072,5,11704.32
13027,6,6912.0,1152.0,6,82944.0
13028,2,661.3199999999999,330.65999999999997,2,7935.839999999999
13029,3,1247.5,415.8333333333333,3,14970.0
13030,2,752.4399999999999,376.21999999999997,2,9029.279999999999
13032,2,1010.18,505.09,2,12122.16
13033,1,190.55,190.55,1,2286.6000000000004
13034,2,642.77,321.385,2,7713.24
13035,2,921.88,460.94,2,11062.56
13037,3,881.07,293.69,3,10572.84
13038,3,908.46,302.82,3,10901.52
13040,2,676.99,338.495,2,8123.88
13043,1,516.42,516.42,1,6197.039999999999
13044,1,560.47,560.47,1,6725.64
13045,1,305.28000000000003,305.28000000000003,1,3663.3600000000006
13046,2,629.31,314.655,2,7551.719999999999
13047,10,3237.54,323.754,10,38850.479999999996
13048,4,1819.41,454.8525,4,21832.920000000002
13049,2,656.6800000000001,328.34000000000003,2,7880.160000000001
13050,17,5836.86,343.3447058823529,17,70042.31999999999
13052,1,348.15000000000003,348.15000000000003,1,4177.8
13055,3,1214.41,404.80333333333334,3,14572.920000000002
13058,3,271.40000000000003,90.46666666666668,3,3256.8
13059,1,183.4,183.4,1,2200.8
13060,1,307.53,307.53,1,3690.3599999999997
13061,1,248.61,248.61,1,2983.32
13062,1,346.98,346.98,1,4163.76
13064,4,1105.59,276.3975,4,13267.079999999998
13065,1,205.86,205.86,1,2470.32
13066,2,470.8,235.4,2,5649.6
13067,1,115.46000000000001,115.46000000000001,1,1385.52
13068,2,344.0,172.0,2,4128.0
13069,24,4431.44,184.64333333333332,24,53177.28
13070,1,228.8,228.8,1,2745.6000000000004
13072,1,177.15,177.15,1,2125.8
13075,1,919.61,919.61,1,11035.32
13077,4,728.02,182.005,4,8736.24
13078,26,12627.94,485.69,26,151535.28
13079,5,220.10000000000002,44.02,5,2641.2000000000003
13080,1,58.08,58.08,1,696.96
13081,11,28337.38,2576.1254545454544,11,340048.55999999994
13082,9,3613.63,401.51444444444445,9,43363.56
13083,2,303.75,151.875,2,3645.0
13085,2,416.08000000000004,208.04000000000002,2,4992.960000000001
13089,97,58762.08,605.7946391752578,97,705144.96
13090,14,8910.82,636.4871428571429,14,106929.84
13091,1,345.82,345.82,1,4149.84
13092,5,477.83,95.566,5,5733.960000000001
13093,8,7832.47,979.05875,8,93989.64
13094,12,1927.3200000000002,160.61,12,23127.840000000004
13095,1,74.39999999999999,74.39999999999999,1,892.8
13097,10,6003.22,600.322,10,72038.64
13098,28,28882.44,1031.5157142857142,28,346589.27999999997
13099,1,207.35999999999999,207.35999999999999,1,2488.3199999999997
13101,1,101.19,101.19,1,1214.28
13102,24,6424.09,267.67041666666665,24,77089.08
13103,1,243.94,243.94,1,2927.2799999999997
13104,6,1098.48,183.08,6,13181.76
13106,1,76.5,76.5,1,918.0
13107,4,1531.6200000000001,382.90500000000003,4,18379.440000000002
13108,1,350.06,350.06,1,4200.72
13109,2,786.54,393.27,2,9438.48
13110,7,1488.67,212.66714285714286,7,17864.04
13113,24,12245.960000000001,510.2483333333334,24,146951.52000000002
13115,4,2294.78,573.695,4,27537.36
13116,1,501.14,501.14,1,6013.68
13117,8,984.91,123.11375,8,11818.92
13118,5,1197.81,239.56199999999998,5,14373.72
13120,1,30.599999999999998,30.599999999999998,1,367.2
